lokal,naslov,city,cena,cena_old,doplacilo,doplacilo_old,lat,lon,posid,detailslink,sort-group,cena_diff,doplacilo_diff,cena_diff_percent,doplacilo_diff_percent
OKREPČEVALNICA PIVNICA ALF - DOSTAVA,Koroška cesta 5,MARIBOR,8.0,6.19,4.5,3.37,46.5576922,15.6436525,1238,/sl/restaurant/Details/1238,79,1.8099999999999996,1.13,29.24071082390952,33.531157270029674
,,,,6.4,,3.58,,,3128,,,,,,
,,,,3.69,,0.87,,,2302,,,,,,
,,,,4.69,,1.87,,,2757,,,,,,
,,,,4.29,,1.47,,,1925,,,,,,
OKREPČEVALNICA VILLA MONDE,Spuhlja 32,PTUJ,8.2,6.8,4.7,3.98,46.4151635,15.9137303,2334,/sl/restaurant/Details/2334,79,1.3999999999999995,0.7200000000000002,20.58823529411764,18.090452261306538
"ORIENT EXPRESS, SAMOPOSTREŽNA RESTAVRACIJA",Kolodvorska 11,LJUBLJANA,7.5,6.63,4.0,3.81,46.0566129,14.5094147,3169,/sl/restaurant/Details/3169,79,0.8700000000000001,0.18999999999999995,13.122171945701359,4.986876640419946
OŠTARIJA CITY CENTER CELJE,Mariborska cesta 100,CELJE,8.0,7.0,4.5,4.18,46.2419031,15.2774074,3035,/sl/restaurant/Details/3035,79,1.0,0.3200000000000003,14.285714285714285,7.655502392344504
OŠTARIJA PIZZERIA DA NOI,Ulica Eve Lovše 1,MARIBOR,9.0,6.5,5.5,3.68,46.5404054,15.6408778,2480,/sl/restaurant/Details/2480,79,2.5,1.8199999999999998,38.46153846153847,49.45652173913043
OŠTARIJA PIZZERIA DA NOI - DOSTAVA,Ulica Eve Lovše 1,MARIBOR,9.0,7.0,5.5,4.18,46.5404054,15.6408778,2705,/sl/restaurant/Details/2705,79,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
OŠTARIJA PRI OLJKI,Moskovska ulica 4,LJUBLJANA,8.8,6.63,5.3,3.81,46.0681081,14.5420462,3115,/sl/restaurant/Details/3115,79,2.170000000000001,1.4899999999999998,32.73001508295627,39.10761154855643
OŠTARIJA RUDOLFSWERTH,Kandijska cesta 35,NOVO MESTO,7.5,5.6,4.0,2.78,45.8002137,15.174038,1471,/sl/restaurant/Details/1471,79,1.9000000000000004,1.2200000000000002,33.92857142857144,43.88489208633094
PAPAGAYO,Gosposka ulica 6,MARIBOR,8.4,6.49,4.9,3.67,46.557861,15.646434,2863,/sl/restaurant/Details/2863,80,1.9100000000000001,1.2300000000000004,29.429892141756547,33.51498637602181
PE DIJAŠKI DOM CELJE,Ljubljanska cesta 21,CELJE,6.0,5.17,2.5,2.35,46.2327648,15.2565348,2623,/sl/restaurant/Details/2623,80,0.8300000000000001,0.1499999999999999,16.054158607350097,6.382978723404251
PE MARJETICA,Tobačna ulica 5,LJUBLJANA,6.0,5.29,2.5,2.47,46.0493297,14.4938602,1424,/sl/restaurant/Details/1424,80,0.71,0.029999999999999805,13.42155009451796,1.214574898785417
,,,,6.9,,4.08,,,1366,,,,,,
PICERIJA BARJAN,Cesta v Mestni log 55,LJUBLJANA,8.5,6.72,5.0,3.9,46.0361903,14.4895219,2248,/sl/restaurant/Details/2248,80,1.7800000000000002,1.1,26.488095238095244,28.20512820512821
PICERIJA ERA,Pod Trško goro 83,NOVO MESTO,8.4,6.0,4.9,3.18,45.8225275,15.1842413,2551,/sl/restaurant/Details/2551,80,2.4000000000000004,1.7200000000000002,40.00000000000001,54.088050314465406
PICERIJA IN PIVNICA KUFR,Glavni trg 43,SLOVENJ GRADEC,7.0,6.19,3.5,3.37,46.5084742,15.0782194,3142,/sl/restaurant/Details/3142,80,0.8099999999999996,0.1299999999999999,13.085621970920833,3.8575667655786314
,,,,5.69,,2.87,,,2504,,,,,,
PICESTAVRACIJA BOCCACCIO,Celovška cesta 249,LJUBLJANA,9.0,7.0,5.5,4.18,46.0808062,14.4786087,1794,/sl/restaurant/Details/1794,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
,,,,7.0,,4.18,,,1798,,,,,,
GOSTILNICA IN PIVNICA KRATOCHWILL,Kolodvorska ulica 14,LJUBLJANA,9.0,6.99,5.5,4.17,46.0564799,14.5099706,2185,/sl/restaurant/Details/2185,71,2.01,1.33,28.75536480686695,31.894484412470025
PIZZERIA BRIKSEN,Ljubljanska cesta 5,BLED,9.0,7.0,5.5,4.18,46.368334,14.1111195,2308,/sl/restaurant/Details/2308,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PIZZERIA CHIANTI,Rozmanova ulica 25,NOVO MESTO,7.5,6.0,4.0,3.18,45.8054245,15.1652975,2736,/sl/restaurant/Details/2736,80,1.5,0.8199999999999998,25.0,25.786163522012572
PIZZERIA FOCULUS,Gregorčičeva ulica 3,LJUBLJANA,9.0,6.99,5.5,4.17,46.04792605,14.5021382,1441,/sl/restaurant/Details/1441,80,2.01,1.33,28.75536480686695,31.894484412470025
PIZZERIA FONTANA ,Dalmatinova ulica 2,KRŠKO,9.0,7.0,5.5,4.18,45.9638619,15.4861918,2284,/sl/restaurant/Details/2284,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PIZZERIA IN OŠTARIJA CHIANTI,Rakuševa cesta 1,LJUBLJANA,9.0,6.93,5.5,4.11,46.0782899,14.4836777,3174,/sl/restaurant/Details/3174,80,2.0700000000000003,1.3899999999999997,29.870129870129876,33.8199513381995
PIZZERIA IN ŠPAGETARIJA OLIVA,Litijska cesta 38,LJUBLJANA,9.0,7.0,5.5,4.18,46.0476439,14.545337,1292,/sl/restaurant/Details/1292,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PIZZERIA IN ŠPAGETERIA AL CAPONE,Pobreška cesta 18,MARIBOR,9.0,6.79,5.5,3.97,46.553751,15.651964,1103,/sl/restaurant/Details/1103,80,2.21,1.5299999999999998,32.54786450662739,38.53904282115868
PIZZERIA IN ŠPAGETTERIA CUBUS,Podbevškova ulica 11,NOVO MESTO,7.4,5.69,3.9,2.87,45.8043094,15.196019,1305,/sl/restaurant/Details/1305,80,1.71,1.0299999999999998,30.052724077328648,35.88850174216027
PIZZERIA LATERNA,Tržaška 79a,LJUBLJANA,9.0,6.63,5.5,3.81,46.0398978,14.4730179,1423,/sl/restaurant/Details/1423,80,2.37,1.69,35.74660633484163,44.356955380577425
PIZZERIA OSMICA,Nazorjeva ulica 8,LJUBLJANA,9.0,6.12,5.5,3.3,46.0527303,14.5045867,2165,/sl/restaurant/Details/2165,80,2.88,2.2,47.05882352941176,66.66666666666667
PIZZERIA PARMA,Trg republike 2,LJUBLJANA,8.8,6.69,5.3,3.87,46.0500505,14.5004647,2375,/sl/restaurant/Details/2375,80,2.1100000000000003,1.4299999999999997,31.539611360239167,36.95090439276485
PIZZERIA ŠESTINKA,Miklošičeva cesta 22,LJUBLJANA,3.5,2.82,0.0,0.0,46.0544486,14.5072493,1335,/sl/restaurant/Details/1335,80,0.6800000000000002,0.0,24.11347517730497,
,,,,6.49,,3.67,,,1334,,,,,,
,,,,6.1,,3.28,,,1011,,,,,,
PIZZERIA VIVALDI,Borštnikova ulica 33a,MARIBOR,9.0,6.99,5.5,4.17,46.5368605,15.6238561,1160,/sl/restaurant/Details/1160,80,2.01,1.33,28.75536480686695,31.894484412470025
PIZZERIJA AŠIČ,Pečarjeva 1,ZAGORJE OB SAVI,8.6,6.19,5.1,3.37,46.13196,14.994229,1861,/sl/restaurant/Details/1861,80,2.4099999999999993,1.7299999999999995,38.93376413570273,51.335311572700284
PIZZERIJA AŠIČ - DOSTAVA,Pečarjeva ulica 1,ZAGORJE OB SAVI,9.0,6.69,5.5,3.87,46.13196,14.994229,2011,/sl/restaurant/Details/2011,80,2.3099999999999996,1.63,34.529147982062774,42.1188630490956
PIZZERIJA ATRIJ,Čevljarska 8,KOPER/CAPODISTRIA,7.5,6.62,4.0,3.8,45.5475251,13.7294406,1031,/sl/restaurant/Details/1031,80,0.8799999999999999,0.20000000000000018,13.293051359516614,5.263157894736848
PIZZERIJA DIMNIK,Obrtniška cesta 1,TRBOVLJE,9.0,6.5,5.5,3.68,46.1549843,15.0511805,1716,/sl/restaurant/Details/1716,80,2.5,1.8199999999999998,38.46153846153847,49.45652173913043
PIZZERIJA DIMNIK - DOSTAVA,Obrtniška cesta 1,TRBOVLJE,9.0,7.0,5.5,4.18,46.1549843,15.0511805,1717,/sl/restaurant/Details/1717,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PIZZERIJA ETNA - ITALIJANSKA KUHINJA,Ulica Marije Hvaličeve 6,LJUBLJANA,8.4,7.0,4.9,4.18,46.0730812,14.4503731,1711,/sl/restaurant/Details/1711,80,1.4000000000000004,0.7200000000000006,20.000000000000004,17.224880382775137
,,,,5.4,,2.58,,,1994,,,,,,
PIZZERIJA IN OKREPČEVALNICA KONDOR,Cesta v Mestni log 55,LJUBLJANA,8.5,6.7,5.0,3.88,46.0366776,14.4895863,1413,/sl/restaurant/Details/1413,80,1.7999999999999998,1.12,26.86567164179104,28.865979381443303
,,,,7.0,,4.18,,,3181,,,,,,
PIZZERIJA IN ŠPAGETERIJA ALCAPONE,Moskovska ulica 4,LJUBLJANA,9.0,6.13,5.5,3.31,46.0681081,14.5420462,3116,/sl/restaurant/Details/3116,80,2.87,2.19,46.818923327895604,66.1631419939577
PIZZERIJA VELUN,Šalek 24 a,VELENJE,8.2,6.59,4.7,3.77,46.3621913,15.1258621,1176,/sl/restaurant/Details/1176,80,1.6099999999999994,0.9300000000000002,24.43095599393019,24.668435013262606
,,,,5.69,,2.87,,,3073,,,,,,
,,,,6.3,,3.48,,,2983,,,,,,
PREHRANA PALAČA SMELT,Dunajska 160,LJUBLJANA,7.2,6.3,3.7,3.48,46.082788,14.5139668,2753,/sl/restaurant/Details/2753,80,0.9000000000000004,0.2200000000000002,14.28571428571429,6.321839080459776
PRIMAVERA IZOLA,Prešernova cesta 55,IZOLA/ISOLA,9.0,7.0,5.5,4.18,45.5301056,13.6514169,2204,/sl/restaurant/Details/2204,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PRIMAVERA IZOLA-DOSTAVA,Prešernova cesta 55 ,IZOLA/ISOLA,9.0,7.0,5.5,4.18,45.5301056,13.6514169,2205,/sl/restaurant/Details/2205,80,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
PROMETNA ŠOLA MARIBOR,Preradovičeva ulica 33,MARIBOR,5.19,5.19,1.69,2.37,46.553867,15.6245844,1265,/sl/restaurant/Details/1265,80,0.0,-0.6800000000000002,0.0,-28.691983122362874
Q SLOVENSKA,Slovenska 9,MARIBOR,9.0,7.0,5.5,4.18,46.5602924,15.646888,2325,/sl/restaurant/Details/2325,81,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
Q TABOR,Gorkega ulica 45,MARIBOR,9.0,7.0,5.5,4.18,46.5499577,15.6385033,2651,/sl/restaurant/Details/2651,81,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
,,,,5.69,,2.87,,,2187,,,,,,
RESTAVRACIJA 123 MEGA CENTER 2,Verovškova ulica 55a,LJUBLJANA,6.8,5.69,3.3,2.87,46.0638551,14.4957973,2528,/sl/restaurant/Details/2528,82,1.1099999999999994,0.4299999999999997,19.507908611599287,14.982578397212535
RESTAVRACIJA 123 MERCATOR DUNAJSKA,Dunajska cesta 107,LJUBLJANA,6.8,5.19,3.3,2.37,46.074362,14.5108601,2531,/sl/restaurant/Details/2531,82,1.6099999999999994,0.9299999999999997,31.021194605009622,39.24050632911391
RESTAVRACIJA ALLEGRIA,Nazorjeva ulica 8,LJUBLJANA,9.0,7.0,5.5,4.18,46.0527303,14.5045867,2164,/sl/restaurant/Details/2164,82,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
RESTAVRACIJA ANCORA,Jurčičeva ulica 7,MARIBOR,8.49,6.7,4.99,3.88,46.5591908,15.6473742,2501,/sl/restaurant/Details/2501,82,1.79,1.1100000000000003,26.71641791044776,28.60824742268042
RESTAVRACIJA BREJK,Dunajska cesta 22,LJUBLJANA,9.0,6.99,5.5,4.17,46.0620352,14.5093682,2527,/sl/restaurant/Details/2527,82,2.01,1.33,28.75536480686695,31.894484412470025
,,,,5.1,,2.28,,,1626,,,,,,
RESTAVRACIJA FANY & MARY,Petkovškovo nabrežje 19,LJUBLJANA,9.0,7.0,5.5,4.18,46.0520454,14.5083412,1827,/sl/restaurant/Details/1827,82,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
RESTAVRACIJA FRESCO,Slovenska cesta 51,LJUBLJANA,9.0,6.82,5.5,4.0,46.0556131,14.5048633,2097,/sl/restaurant/Details/2097,82,2.1799999999999997,1.5,31.964809384164216,37.5
"RESTAVRACIJA FS, FAKULTETA ZA STROJNIŠTVO",Aškerčeva ulica 6,LJUBLJANA,7.0,5.33,3.5,2.51,46.0468575,14.4984281,3134,/sl/restaurant/Details/3134,82,1.67,0.9900000000000002,31.33208255159475,39.44223107569722
,,,,7.0,,4.18,,,2843,,,,,,
RESTAVRACIJA HONG KONG,Litijska 28,LJUBLJANA,8.5,6.69,5.0,3.87,46.0477612,14.5417869,3166,/sl/restaurant/Details/3166,82,1.8099999999999996,1.13,27.055306427503726,29.198966408268728
RESTAVRACIJA IN MALOPRODAJA HERMINE WECH - KOROŠKA PERUTNINA,Gačnikova pot 2,RAVNE NA KOROŠKEM,7.0,6.5,3.5,3.68,46.544365,14.9627537,3036,/sl/restaurant/Details/3036,82,0.5,-0.18000000000000016,7.6923076923076925,-4.891304347826091
RESTAVRACIJA IN MALOPRODAJA HERMINE WECH - KOROŠKA PERUTNINA,Ozare,SLOVENJ GRADEC,7.0,6.5,3.5,3.68,46.5075851,15.0768162,3038,/sl/restaurant/Details/3038,82,0.5,-0.18000000000000016,7.6923076923076925,-4.891304347826091
RESTAVRACIJA IN PIVNICA ZVEZDA,Trg zmage 8,MURSKA SOBOTA,6.5,5.3,3.0,2.48,46.660916,16.164826,2343,/sl/restaurant/Details/2343,82,1.2000000000000002,0.52,22.641509433962266,20.967741935483872
RESTAVRACIJA INTERSPAR CELJE,Mariborska 100,CELJE,7.9,5.89,4.4,3.07,46.2417572,15.2761156,1195,/sl/restaurant/Details/1195,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR CITYPARK,Šmartinska 152g,LJUBLJANA,7.9,5.89,4.4,3.07,46.0702369,14.5490389,1369,/sl/restaurant/Details/1369,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR KOPER,Ankaranska cesta 3A,KOPER/CAPODISTRIA,7.9,5.89,4.4,3.07,45.5432181,13.7410232,1023,/sl/restaurant/Details/1023,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR KRANJ,Cesta 1.maja 77,KRANJ,7.9,5.89,4.4,3.07,46.2317974,14.364596,1198,/sl/restaurant/Details/1198,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR MARIBOR EUROPARK,Pobreška 18,MARIBOR,7.9,5.89,4.4,3.07,46.554734,15.6534804,1194,/sl/restaurant/Details/1194,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR MARIBOR2 SUPERNOVA QLANDIA,Cesta Proletarskih brigad 100,MARIBOR,7.9,5.89,4.4,3.07,46.546433,15.618417,1197,/sl/restaurant/Details/1197,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR MURSKA SOBOTA,Nemčavci 1d,MURSKA SOBOTA,7.9,5.89,4.4,3.07,46.6746467,16.1750238,1199,/sl/restaurant/Details/1199,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR NOVA GORICA,Cesta 25. junija 1a,NOVA GORICA,7.9,5.89,4.4,3.07,45.9555094,13.6572042,1025,/sl/restaurant/Details/1025,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
RESTAVRACIJA INTERSPAR VIČ,Jamova 105,LJUBLJANA,7.9,5.89,4.4,3.07,46.0419879,14.4847758,1370,/sl/restaurant/Details/1370,82,2.0100000000000007,1.3300000000000005,34.12563667232599,43.322475570032594
,,,,7.0,,4.18,,,3180,,,,,,
RESTAVRACIJA KITAJSKA PALAČA,Focheva ulica 41,MARIBOR,8.0,5.99,4.5,3.17,46.5453657,15.643939,2040,/sl/restaurant/Details/2040,82,2.01,1.33,33.55592654424039,41.955835962145116
,,,,6.0,,3.18,,,1130,,,,,,
RESTAVRACIJA KLUB CANKARJEVEGA DOMA,Prešernova cesta 10,LJUBLJANA,9.0,6.6,5.5,3.78,46.0500434,14.4988365,1768,/sl/restaurant/Details/1768,82,2.4000000000000004,1.7200000000000002,36.36363636363637,45.502645502645514
,,,,6.0,,3.18,,,2475,,,,,,
RESTAVRACIJA KOMPLIMENT,Kidričeva cesta 75,ŠKOFJA LOKA,7.5,5.7,4.0,2.88,46.170667,14.342255,3096,/sl/restaurant/Details/3096,82,1.7999999999999998,1.12,31.57894736842105,38.88888888888889
,,,,3.69,,0.87,,,1713,,,,,,
RESTAVRACIJA MANDALA - PODHOD AJDOVŠČINA,Ajdovščina 4,LJUBLJANA,8.2,6.68,4.7,3.86,46.0533642,14.5052036,3068,/sl/restaurant/Details/3068,82,1.5199999999999996,0.8400000000000003,22.754491017964064,21.76165803108809
RESTAVRACIJA MANGO,Turnerjeva ulica 17,MARIBOR,8.0,6.72,4.5,3.9,46.56316907,15.62965699,2085,/sl/restaurant/Details/2085,82,1.2800000000000002,0.6000000000000001,19.04761904761905,15.384615384615389
RESTAVRACIJA MCDONALDS - CITYCENTER,Mariborska cesta 100,CELJE,6.5,4.82,3.0,2.0,46.2419031,15.2774074,2649,/sl/restaurant/Details/2649,82,1.6799999999999997,1.0,34.854771784232355,50.0
RESTAVRACIJA MCDONALDS - PTUJ,Ormoška cesta 3,PTUJ,6.5,4.82,3.0,2.0,46.41889598,15.8771082,2759,/sl/restaurant/Details/2759,82,1.6799999999999997,1.0,34.854771784232355,50.0
RESTAVRACIJA MENSANA,Slomškova ulica 49,MURSKA SOBOTA,7.5,5.5,4.0,2.68,46.6579914,16.1638527,3144,/sl/restaurant/Details/3144,82,2.0,1.3199999999999998,36.36363636363637,49.253731343283576
RESTAVRACIJA MODRI KVADRAT,Davčna ulica 1,LJUBLJANA,7.0,6.0,3.5,3.18,46.0650084,14.5268284,2721,/sl/restaurant/Details/2721,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MOZART,Stegne 7,LJUBLJANA,7.0,6.0,3.5,3.18,46.0816492,14.486736,1382,/sl/restaurant/Details/1382,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MOZART P.E. EKONOMSKA FAKULTETA,Kardeljeva ploščad 17,LJUBLJANA,7.0,6.0,3.5,3.18,46.0740168,14.516449,3172,/sl/restaurant/Details/3172,82,1.0,0.31999999999999984,16.666666666666664,10.062893081761
RESTAVRACIJA MR.FALAFEL,Gosposka ulica 30,MARIBOR,9.0,6.19,5.5,3.37,46.5598616,15.6467848,3049,/sl/restaurant/Details/3049,82,2.8099999999999996,2.13,45.395799676898214,63.20474777448071
RESTAVRACIJA OAZA PEF,Kardeljeva ploščad 16,LJUBLJANA,6.49,4.99,2.99,2.17,46.0754157,14.5179893,3179,/sl/restaurant/Details/3179,82,1.5,0.8200000000000003,30.06012024048096,37.78801843317974
RESTAVRACIJA PIANO,Koroška cesta 160,MARIBOR,7.8,6.52,4.3,3.7,46.5636227,15.6240941,2229,/sl/restaurant/Details/2229,82,1.2800000000000002,0.5999999999999996,19.631901840490805,16.216216216216207
RESTAVRACIJA PLEČNIKOV HRAM,Trg francoske revolucije 2,LJUBLJANA,8.0,6.49,4.5,3.67,46.0470781,14.5034063,1360,/sl/restaurant/Details/1360,82,1.5099999999999998,0.8300000000000001,23.26656394453004,22.6158038147139
"RESTAVRACIJA PRESTIGE CATERING, GZS",Dimičeva ulica 13,LJUBLJANA,6.5,6.03,3.0,3.21,46.0715896,14.5148274,2180,/sl/restaurant/Details/2180,82,0.46999999999999975,-0.20999999999999996,7.7943615257048044,-6.5420560747663545
RESTAVRACIJA RDEČE JABOLKO,Tržaška 116,LJUBLJANA,9.0,6.59,5.5,3.77,46.0398978,14.4730179,1321,/sl/restaurant/Details/1321,82,2.41,1.73,36.57056145675266,45.88859416445623
RESTAVRACIJA SARAJEVSKIH JEDI VALTER - ŠKOFJA LOKA,Kidričeva cesta 8c,ŠKOFJA LOKA,8.4,5.19,4.9,2.37,46.1674362,14.3105818,2252,/sl/restaurant/Details/2252,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SARAJEVSKIH JEDI VALTER JESENICE,Cesta Maršala Tita 106,JESENICE,8.4,4.99,4.9,2.17,46.441619,14.0390784,2884,/sl/restaurant/Details/2884,82,3.41,2.7300000000000004,68.33667334669339,125.80645161290325
RESTAVRACIJA SARAJEVSKIH JEDI VALTER KRANJ,Cesta 1.maja 1a,KRANJ,8.4,5.19,4.9,2.37,46.2333989,14.3620683,2326,/sl/restaurant/Details/2326,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SARAJEVSKIH JEDI VALTER LJUBLJANA,Šmartinska cesta 3,LJUBLJANA,8.4,5.19,4.9,2.37,46.0562816,14.5192825,2131,/sl/restaurant/Details/2131,82,3.21,2.5300000000000002,61.849710982658955,106.75105485232068
RESTAVRACIJA SHAOLIN,Hacquetova 5,LJUBLJANA,8.5,6.19,5.0,3.37,46.0606245,14.5146389,2520,/sl/restaurant/Details/2520,82,2.3099999999999996,1.63,37.31825525040387,48.36795252225519
RESTAVRACIJA SKRITI KOT,Ajdovščina 4,LJUBLJANA,9.0,6.99,5.5,4.17,46.0537029,14.5049926,1367,/sl/restaurant/Details/1367,82,2.01,1.33,28.75536480686695,31.894484412470025
RESTAVRACIJA SPLOŠNE BOLNIŠNICE NOVO MESTO,Šmihelska cesta 1,NOVO MESTO,7.0,5.6,3.5,2.78,45.8002373,15.1630024,1298,/sl/restaurant/Details/1298,82,1.4000000000000004,0.7200000000000002,25.000000000000007,25.899280575539578
,,,,6.0,,3.18,,,2596,,,,,,
"RESTAVRACIJA TARTUF ""CENTER""",Mali trg 3a,LJUBLJANA,8.5,6.42,5.0,3.6,46.052173,14.507154,2854,/sl/restaurant/Details/2854,82,2.08,1.4,32.398753894081,38.888888888888886
,,,,5.62,,2.8,,,1100,,,,,,
RESTAVRACIJA VRTNICA,Kidričeva ulica 11,NOVA GORICA,7.0,7.0,3.5,4.18,45.9575994,13.6489258,3156,/sl/restaurant/Details/3156,82,0.0,-0.6799999999999997,0.0,-16.26794258373205
RESTAVRACIJA ZLATA SREČA,Metelkova ulica 29,MARIBOR,7.4,5.49,3.9,2.67,46.543881,15.638065,2698,/sl/restaurant/Details/2698,82,1.9100000000000001,1.23,34.790528233151186,46.06741573033708
,,,,6.93,,4.11,,,3111,,,,,,
RIFUGIO FOOD/DRINK AND MORE,Ulica 15.maja 12e,KOPER/CAPODISTRIA,8.0,6.79,4.5,3.97,45.536316,13.733304,3157,/sl/restaurant/Details/3157,82,1.21,0.5299999999999998,17.820324005891017,13.350125944584375
ROZA SLON,Trg OF 14,LJUBLJANA,7.5,6.19,4.0,3.37,46.0574435,14.5087523,2739,/sl/restaurant/Details/2739,82,1.3099999999999996,0.6299999999999999,21.16316639741518,18.69436201780415
ROZA SLON BEŽIGRAD,Dunajska 115,LJUBLJANA,7.5,6.19,4.0,3.37,46.07502,14.51101,2859,/sl/restaurant/Details/2859,82,1.3099999999999996,0.6299999999999999,21.16316639741518,18.69436201780415
RUBY FOOD,Igriška ulica 5,LJUBLJANA,7.0,5.12,3.5,2.3,46.0480819,14.4993023,3072,/sl/restaurant/Details/3072,82,1.88,1.2000000000000002,36.71874999999999,52.17391304347827
SALAMON - DOSTAVA,Dolenjska cesta 103,LJUBLJANA,9.0,6.99,5.5,4.17,46.0300713,14.5324491,2595,/sl/restaurant/Details/2595,83,2.01,1.33,28.75536480686695,31.894484412470025
DOBRA HIŠA,Stegne 11a,LJUBLJANA,8.2,7.0,4.7,4.18,46.0828895,14.4879422,2552,/sl/restaurant/Details/2552,68,1.1999999999999993,0.5200000000000005,17.14285714285713,12.440191387559821
SAMOPOSTREŽNA RESTAVRACIJA STOLPIČ,Mariborska cesta 7,CELJE,7.0,5.7,3.5,2.88,46.2301367,15.265121,2781,/sl/restaurant/Details/2781,83,1.2999999999999998,0.6200000000000001,22.807017543859644,21.527777777777782
,,,,6.69,,3.87,,,2921,,,,,,
,,,,3.69,,0.87,,,2145,,,,,,
,,,,6.5,,3.68,,,3170,,,,,,
SPLOŠNA BOLNIŠNICA IZOLA,Polje 40,IZOLA/ISOLA,6.0,5.5,2.5,2.68,45.5444241,13.6870967,2641,/sl/restaurant/Details/2641,83,0.5,-0.18000000000000016,9.090909090909092,-6.716417910447767
SREDNJA ŠOLA IZOLA - SCUOLA MEDIA ISOLA,Prekomorskih brigad 7,IZOLA/ISOLA,7.8,5.69,4.3,2.87,45.5352719,13.6582594,2263,/sl/restaurant/Details/2263,83,2.1099999999999994,1.4299999999999997,37.082601054481536,49.82578397212543
STARA KRŠKA PIZZERIJA,Cesta krških žrtev 59,KRŠKO,8.8,6.8,5.3,3.98,45.9620105,15.4859981,2115,/sl/restaurant/Details/2115,83,2.000000000000001,1.3199999999999998,29.411764705882366,33.16582914572864
STARA KRŠKA PIZZERIJA - DOSTAVA,Cesta krških žrtev 59,KRŠKO,9.0,7.0,5.5,4.18,45.9620105,15.4859981,2116,/sl/restaurant/Details/2116,83,2.0,1.3200000000000003,28.57142857142857,31.578947368421062
STARI GRILL,Glavni trg 5,MARIBOR,7.6,5.8,4.1,2.98,46.5573679,15.6450408,2569,/sl/restaurant/Details/2569,83,1.7999999999999998,1.1199999999999997,31.034482758620683,37.583892617449656
SUBWAY,Slovenska cesta 1,LJUBLJANA,6.5,5.19,3.0,2.37,46.0469188,14.5009328,2714,/sl/restaurant/Details/2714,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY BEŽIGRAD,Dunajska cesta 115a,LJUBLJANA,6.5,5.19,3.0,2.37,46.0589662,14.5064647,2389,/sl/restaurant/Details/2389,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY BTC,Šmartinska cesta 152,LJUBLJANA,6.5,5.19,3.0,2.37,46.0681081,14.5420462,2988,/sl/restaurant/Details/2988,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
SUBWAY KOPER,Ankaranska cesta 2,KOPER/CAPODISTRIA,6.5,5.19,3.0,2.37,45.54012,13.735118,3090,/sl/restaurant/Details/3090,83,1.3099999999999996,0.6299999999999999,25.240847784200376,26.58227848101265
ŠEHEREZADA,Trubarjeva cesta 31,LJUBLJANA,6.5,4.22,3.0,1.4,46.0525259,14.5098328,2092,/sl/restaurant/Details/2092,352,2.2800000000000002,1.6,54.02843601895736,114.2857142857143
ŠEHEREZADA 2,Slovenska cesta 55,LJUBLJANA,6.5,4.82,3.0,2.0,46.0563837,14.5050602,3159,/sl/restaurant/Details/3159,352,1.6799999999999997,1.0,34.854771784232355,50.0
ŠTUDENTSKI DOM LJUBLJANA - RESTAVRACIJA,Svetčeva ulica 9,LJUBLJANA,7.1,5.82,3.6,3.0,46.051935,14.487097,2213,/sl/restaurant/Details/2213,352,1.2799999999999994,0.6000000000000001,21.993127147766312,20.000000000000004
